year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,97,59,0,0,0,0,28229889.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998163,0.997480,0.614039,0.569160,20:0.987;60:0.988;80:0.988;0:0.989;38:0.997,32:0.549;1:0.550;87:0.551;89:0.555;26:0.556
-3950,204,50,125,151,125,135,237494614.000000,54724277.000000,58649490.000000,54724277.000000,56888905.000000,0.230423,0.246951,0.230423,0.239538,0.395565,0.008130,0.283167,0.012700,64:0.005;98:0.006;108:0.006;101:0.006;4:0.006,118:0.008;98:0.009;64:0.010;99:0.010;56:0.011
-3900,204,51,130,148,129,137,261362393.000000,64665016.000000,67070963.000000,64605711.000000,65576253.000000,0.247415,0.256621,0.247188,0.250902,0.383844,0.007960,0.281545,0.012700,64:0.005;98:0.005;118:0.006;50:0.006;108:0.006,98:0.008;118:0.009;64:0.010;50:0.010;55:0.011
-3850,207,52,132,153,132,139,287529873.000000,74508266.000000,79035494.000000,74508266.000000,77067457.000000,0.259132,0.274878,0.259132,0.268033,0.379228,0.007800,0.276995,0.012200,64:0.005;98:0.006;50:0.006;55:0.006;118:0.006,98:0.009;50:0.009;118:0.009;64:0.010;55:0.010
-3800,210,51,136,153,136,142,317700156.000000,89602869.000000,91031795.000000,89602869.000000,89969924.000000,0.282036,0.286534,0.282036,0.283191,0.375906,0.007900,0.278241,0.012590,64:0.005;98:0.005;50:0.006;108:0.006;55:0.006,98:0.007;170:0.009;50:0.009;64:0.010;118:0.010
-3750,213,54,139,156,139,143,349973494.000000,101058495.000000,104036844.000000,101058495.000000,101953099.000000,0.288760,0.297271,0.288760,0.291317,0.380524,0.008320,0.284016,0.013300,50:0.006;98:0.006;108:0.006;101:0.006;4:0.007,50:0.009;110:0.010;64:0.010;98:0.010;118:0.010
-3700,213,54,140,156,140,146,386455424.000000,115166533.000000,118045868.000000,115166533.000000,116010493.000000,0.298007,0.305458,0.298007,0.300191,0.372167,0.008220,0.279158,0.013400,64:0.005;98:0.006;50:0.006;108:0.006;55:0.007,64:0.009;98:0.009;50:0.010;118:0.010;55:0.011
-3650,216,54,143,158,143,146,422691232.000000,129868855.000000,133722013.000000,129868855.000000,131293141.000000,0.307243,0.316359,0.307243,0.310612,0.364230,0.008400,0.281202,0.013500,64:0.005;50:0.006;108:0.006;55:0.007;4:0.007,64:0.009;128:0.010;98:0.011;55:0.011;50:0.011
-3600,216,53,144,160,144,150,464330090.000000,147020879.000000,152967176.000000,147020879.000000,151228340.000000,0.316630,0.329436,0.316630,0.325691,0.351795,0.008150,0.268563,0.013450,64:0.005;50:0.006;108:0.006;55:0.007;4:0.007,64:0.009;170:0.009;199:0.010;63:0.011;50:0.011
-3550,218,52,147,162,147,153,506510494.000000,165395171.000000,173779993.000000,165395171.000000,171503514.000000,0.326538,0.343093,0.326538,0.338598,0.348446,0.008270,0.264814,0.012970,64:0.005;98:0.006;50:0.006;55:0.006;108:0.006,64:0.009;98:0.010;55:0.010;50:0.011;140:0.011
-3500,219,54,150,162,150,153,543873454.000000,180573805.000000,182452883.000000,180573805.000000,181111973.000000,0.332014,0.335469,0.332014,0.333004,0.340753,0.008300,0.268272,0.013000,64:0.005;98:0.006;50:0.006;55:0.006;108:0.006,64:0.009;98:0.009;50:0.010;55:0.010;169:0.011
-3450,220,54,155,163,154,156,581778948.000000,190472631.000000,191667327.000000,190406733.000000,190647514.000000,0.327397,0.329450,0.327284,0.327698,0.331996,0.007900,0.267443,0.012200,64:0.005;98:0.006;50:0.006;55:0.006;108:0.006,64:0.009;98:0.010;50:0.010;55:0.010;140:0.010
-3400,221,54,153,166,153,154,613944644.000000,197901552.000000,199398300.000000,197901552.000000,197947184.000000,0.322344,0.324782,0.322344,0.322419,0.330389,0.008100,0.268350,0.013000,64:0.005;98:0.006;50:0.006;55:0.006;108:0.007,64:0.009;50:0.010;98:0.010;55:0.010;104:0.011
-3350,221,53,154,165,154,154,645184917.000000,201482873.000000,207628293.000000,201482873.000000,202249091.000000,0.312287,0.321812,0.312287,0.313475,0.325827,0.007900,0.264917,0.012200,64:0.005;98:0.006;55:0.006;50:0.006;73:0.006,64:0.009;98:0.009;131:0.009;175:0.009;55:0.009
-3300,221,52,154,166,154,158,671972914.000000,204975052.000000,210825734.000000,204975052.000000,209984417.000000,0.305035,0.313741,0.305035,0.312489,0.319965,0.007500,0.260818,0.011400,64:0.005;55:0.006;73:0.006;98:0.006;104:0.006,128:0.007;99:0.008;55:0.008;73:0.009;64:0.009
-3250,221,53,154,167,154,162,713401887.000000,215676383.000000,216951480.000000,215676383.000000,215910862.000000,0.302321,0.304108,0.302321,0.302650,0.313879,0.007400,0.254050,0.010500,98:0.005;64:0.005;104:0.006;50:0.006;55:0.006,98:0.007;104:0.008;155:0.008;72:0.009;55:0.009
-3200,222,52,157,167,157,160,753425524.000000,214774038.000000,216072672.000000,214774038.000000,215070358.000000,0.285063,0.286787,0.285063,0.285457,0.314978,0.007400,0.257464,0.010500,64:0.005;50:0.006;98:0.006;55:0.006;166:0.006,73:0.008;72:0.008;50:0.008;104:0.008;170:0.008
-3150,224,52,158,169,157,159,799474056.000000,218440901.000000,221625180.000000,218377887.000000,218220154.000000,0.273231,0.277214,0.273152,0.272955,0.321096,0.007530,0.259546,0.010800,64:0.005;50:0.005;98:0.005;73:0.006;118:0.006,50:0.008;98:0.008;127:0.008;73:0.009;118:0.009
-3100,224,51,157,169,157,158,840092086.000000,217623070.000000,220325166.000000,217623070.000000,217564492.000000,0.259047,0.262263,0.259047,0.258977,0.321752,0.007830,0.257712,0.011560,64:0.005;50:0.006;73:0.006;166:0.006;98:0.006,73:0.008;50:0.009;166:0.009;118:0.009;64:0.009
-3050,224,52,156,170,156,162,868081020.000000,222483261.000000,226443647.000000,222483261.000000,225605503.000000,0.256293,0.260855,0.256293,0.259890,0.314492,0.007730,0.252593,0.011530,64:0.005;98:0.005;50:0.006;73:0.006;118:0.006,98:0.008;64:0.008;50:0.009;73:0.009;118:0.009
-3000,226,52,157,172,157,160,915449449.000000,221403321.000000,225102158.000000,221403321.000000,222040560.000000,0.241852,0.245893,0.241852,0.242548,0.317257,0.007600,0.257763,0.011050,64:0.006;73:0.006;98:0.006;166:0.006;50:0.006,73:0.008;64:0.009;98:0.009;99:0.009;166:0.009
-2950,227,52,158,173,158,160,978050429.000000,226278644.000000,229931265.000000,226278644.000000,226292746.000000,0.231357,0.235091,0.231357,0.231371,0.323614,0.007780,0.256011,0.011360,98:0.006;64:0.006;73:0.006;50:0.006;118:0.006,73:0.009;98:0.009;118:0.009;50:0.010;64:0.010
-2900,227,52,159,172,159,160,1042495580.000000,230009835.000000,234098697.000000,230009835.000000,230692950.000000,0.220634,0.224556,0.220634,0.221289,0.323953,0.008000,0.260272,0.012280,64:0.006;73:0.006;98:0.006;50:0.006;55:0.007,118:0.009;73:0.009;127:0.009;166:0.010;50:0.010
-2850,227,52,159,169,159,162,1107831247.000000,227808151.000000,229196895.000000,227808151.000000,228483013.000000,0.205634,0.206888,0.205634,0.206244,0.320209,0.008100,0.258917,0.013100,98:0.006;50:0.006;55:0.007;108:0.007;118:0.007,73:0.009;98:0.010;118:0.011;50:0.011;124:0.011
-2800,227,51,161,174,161,161,1169329287.000000,225564724.000000,229469104.000000,225564724.000000,225613553.000000,0.192901,0.196240,0.192901,0.192943,0.312522,0.008160,0.254052,0.012800,64:0.006;98:0.006;50:0.006;55:0.007;108:0.007,98:0.010;118:0.011;50:0.011;64:0.011;73:0.011
-2750,227,51,163,173,163,166,1225002970.000000,225791068.000000,229306140.000000,225791068.000000,226638756.000000,0.184319,0.187188,0.184319,0.185011,0.305057,0.008000,0.248246,0.012800,64:0.006;73:0.006;98:0.006;50:0.006;55:0.007,218:0.009;73:0.009;98:0.010;50:0.011;64:0.011
-2700,228,51,164,175,164,167,1286431380.000000,227144255.000000,230531901.000000,227144255.000000,227887637.000000,0.176569,0.179203,0.176569,0.177147,0.300457,0.008000,0.247758,0.012570,98:0.006;64:0.006;50:0.006;55:0.007;166:0.007,98:0.009;99:0.010;166:0.010;55:0.011;73:0.011
-2650,228,51,164,173,164,165,1356105917.000000,231943961.000000,236481588.000000,231943961.000000,231969986.000000,0.171037,0.174383,0.171037,0.171056,0.295950,0.008000,0.247965,0.012240,64:0.006;98:0.006;50:0.006;55:0.006;73:0.006,55:0.010;128:0.010;73:0.010;98:0.010;197:0.010
-2600,228,51,165,172,165,167,1417931147.000000,230967715.000000,235239735.000000,230967715.000000,232684693.000000,0.162891,0.165903,0.162891,0.164102,0.298299,0.007870,0.249735,0.012740,98:0.006;64:0.006;73:0.006;55:0.006;50:0.007,73:0.009;98:0.009;55:0.010;166:0.010;190:0.011
-2550,228,51,166,177,166,170,1467568901.000000,228730024.000000,233399044.000000,228730024.000000,230486129.000000,0.155856,0.159038,0.155856,0.157053,0.290901,0.007900,0.241394,0.012200,50:0.006;64:0.006;98:0.006;48:0.006;55:0.007,50:0.009;48:0.010;189:0.010;73:0.010;98:0.011
-2500,229,51,168,176,168,167,1491332212.000000,228990984.000000,233410128.000000,228990984.000000,230383432.000000,0.153548,0.156511,0.153548,0.154482,0.286315,0.007700,0.244715,0.011880,98:0.006;50:0.006;73:0.006;55:0.006;48:0.006,50:0.009;98:0.009;73:0.009;48:0.009;55:0.010
-2450,229,52,168,174,168,169,1526191130.000000,229220888.000000,233383508.000000,229220888.000000,231107042.000000,0.150191,0.152919,0.150191,0.151427,0.278291,0.007580,0.243107,0.011600,48:0.005;55:0.006;98:0.006;102:0.006;50:0.006,48:0.007;102:0.008;55:0.008;168:0.009;119:0.009
-2400,229,52,169,175,169,167,1561131409.000000,232051594.000000,234710355.000000,232051594.000000,231769505.000000,0.148643,0.150346,0.148643,0.148463,0.282054,0.007500,0.248194,0.011100,98:0.005;48:0.006;55:0.006;73:0.006;50:0.006,48:0.007;98:0.007;55:0.008;231:0.008;73:0.009
-2350,229,52,170,177,170,170,1599131974.000000,236815837.000000,239956938.000000,236815837.000000,237355043.000000,0.148090,0.150054,0.148090,0.148427,0.281638,0.007500,0.241688,0.010800,98:0.006;48:0.006;55:0.006;50:0.006;118:0.007,48:0.008;98:0.008;73:0.008;55:0.009;140:0.009
-2300,229,50,170,177,170,174,1610665394.000000,237446487.000000,240109261.000000,237446487.000000,239108363.000000,0.147421,0.149075,0.147421,0.148453,0.275635,0.007680,0.234576,0.011400,48:0.005;73:0.006;98:0.006;225:0.006;55:0.006,48:0.007;225:0.008;73:0.009;98:0.009;118:0.010
-2250,229,51,173,177,173,172,1619031877.000000,237932780.000000,238471057.000000,237932780.000000,237943220.000000,0.146960,0.147292,0.146960,0.146966,0.271391,0.007600,0.237869,0.011180,48:0.005;98:0.006;73:0.006;50:0.006;225:0.006,48:0.007;225:0.008;73:0.009;128:0.009;169:0.009
-2200,229,52,173,175,173,170,1627288955.000000,239168214.000000,239249605.000000,239168214.000000,238587058.000000,0.146973,0.147023,0.146973,0.146616,0.270377,0.007700,0.243624,0.010880,50:0.006;48:0.006;73:0.006;98:0.006;118:0.006,48:0.007;50:0.008;73:0.009;225:0.009;118:0.009
-2150,229,51,173,177,173,171,1653494110.000000,240828046.000000,241378712.000000,240828046.000000,240499616.000000,0.145648,0.145981,0.145648,0.145449,0.267291,0.007500,0.236524,0.011200,98:0.005;48:0.006;73:0.006;50:0.006;118:0.006,48:0.008;98:0.008;73:0.008;118:0.009;166:0.009
-2100,229,51,172,178,172,169,1680138503.000000,242390854.000000,243652638.000000,242390854.000000,242007866.000000,0.144268,0.145019,0.144268,0.144040,0.276339,0.007800,0.244107,0.011560,48:0.006;73:0.006;118:0.006;98:0.006;189:0.007,48:0.008;118:0.009;189:0.009;73:0.009;225:0.010
-2050,229,51,171,174,169,170,1683999316.000000,243219158.000000,243874786.000000,243145047.000000,243217739.000000,0.144429,0.144819,0.144385,0.144429,0.278171,0.008100,0.243385,0.012980,98:0.006;73:0.006;48:0.006;50:0.007;118:0.007,73:0.009;98:0.009;48:0.010;118:0.010;153:0.011
-2000,229,50,171,176,171,169,1708092431.000000,230345757.000000,230944111.000000,230345757.000000,230280902.000000,0.134856,0.135206,0.134856,0.134818,0.275324,0.008100,0.241097,0.013160,98:0.006;48:0.006;50:0.007;225:0.007;55:0.007,48:0.009;225:0.010;73:0.011;98:0.011;118:0.011
-1950,229,50,173,177,173,171,1713495587.000000,239880159.000000,240386810.000000,239880159.000000,239810012.000000,0.139995,0.140290,0.139995,0.139954,0.265794,0.007900,0.236292,0.012700,98:0.006;73:0.006;48:0.006;50:0.007;225:0.007,225:0.009;48:0.010;73:0.010;119:0.010;98:0.010
-1900,229,50,173,175,172,171,1726416055.000000,240713405.000000,240816163.000000,240704170.000000,240641703.000000,0.139430,0.139489,0.139424,0.139388,0.267396,0.007980,0.235735,0.012880,98:0.006;73:0.007;50:0.007;55:0.007;48:0.007,157:0.010;168:0.010;73:0.010;98:0.011;227:0.011
-1850,229,50,172,176,171,173,1741091473.000000,237115352.000000,238312517.000000,237106942.000000,237653134.000000,0.136188,0.136875,0.136183,0.136497,0.269986,0.008000,0.239661,0.012940,98:0.006;48:0.007;50:0.007;55:0.007;108:0.007,166:0.010;98:0.010;48:0.010;55:0.011;50:0.011
-1800,229,50,172,176,172,174,1759844873.000000,239722502.000000,240621365.000000,239722502.000000,239898671.000000,0.136218,0.136729,0.136218,0.136318,0.268930,0.007900,0.235981,0.013200,73:0.006;98:0.006;48:0.007;50:0.007;55:0.007,73:0.009;218:0.009;186:0.010;225:0.010;48:0.010
-1750,229,50,172,176,172,171,1757366524.000000,245553944.000000,245742935.000000,245553944.000000,245486608.000000,0.139728,0.139836,0.139728,0.139690,0.272087,0.008100,0.236792,0.013080,98:0.006;225:0.006;48:0.006;50:0.007;55:0.007,225:0.009;48:0.010;98:0.011;55:0.011;119:0.011
-1700,229,49,172,179,172,173,1724984140.000000,240323866.000000,241707806.000000,240323866.000000,240833208.000000,0.139319,0.140122,0.139319,0.139615,0.266769,0.007800,0.234467,0.012280,48:0.006;98:0.006;73:0.006;225:0.006;50:0.007,48:0.008;225:0.008;73:0.010;213:0.010;220:0.010
-1650,230,50,172,179,172,171,1712586017.000000,234374253.000000,235864694.000000,234374253.000000,234456947.000000,0.136854,0.137724,0.136854,0.136902,0.267783,0.007800,0.236792,0.012090,50:0.006;48:0.006;225:0.006;73:0.006;55:0.006,48:0.008;225:0.008;50:0.008;73:0.009;55:0.010
-1600,230,50,171,177,171,170,1727665127.000000,235939321.000000,237528969.000000,235939321.000000,235719480.000000,0.136565,0.137486,0.136565,0.136438,0.273868,0.007400,0.237842,0.010800,98:0.005;228:0.005;48:0.005;50:0.006;225:0.006,48:0.007;225:0.007;98:0.007;119:0.008;50:0.009
-1550,230,50,171,178,171,169,1764429970.000000,233878626.000000,235347517.000000,233878626.000000,233775559.000000,0.132552,0.133384,0.132552,0.132494,0.279494,0.007490,0.237788,0.010700,48:0.005;225:0.006;50:0.006;73:0.006;98:0.006,48:0.006;225:0.006;119:0.009;55:0.009;73:0.009
-1500,230,50,169,180,169,170,1783492213.000000,239101447.000000,241450188.000000,239101447.000000,239069766.000000,0.134064,0.135381,0.134064,0.134046,0.279189,0.007490,0.236018,0.011000,98:0.005;48:0.006;73:0.006;50:0.006;55:0.006,48:0.007;98:0.008;73:0.009;225:0.009;85:0.009
-1450,230,50,168,177,168,170,1808045169.000000,237125356.000000,238495593.000000,237125356.000000,237183368.000000,0.131150,0.131908,0.131150,0.131182,0.283785,0.007400,0.238443,0.010980,48:0.006;73:0.006;98:0.006;50:0.006;225:0.007,48:0.007;73:0.009;177:0.009;225:0.009;227:0.009
-1400,230,49,168,180,168,171,1824841606.000000,235644292.000000,237852636.000000,235644292.000000,235821098.000000,0.129131,0.130342,0.129131,0.129228,0.284562,0.007690,0.235943,0.011190,98:0.006;48:0.006;73:0.006;50:0.007;118:0.007,48:0.008;98:0.008;198:0.008;73:0.009;173:0.009
-1350,230,50,168,177,168,172,1845176135.000000,237616598.000000,238583715.000000,237616598.000000,238096695.000000,0.128777,0.129301,0.128777,0.129037,0.282649,0.007500,0.237990,0.010700,48:0.006;50:0.006;98:0.006;225:0.006;119:0.006,48:0.007;225:0.007;50:0.008;119:0.009;73:0.009
-1300,230,49,170,175,170,171,1843575859.000000,240238206.000000,241281971.000000,240238206.000000,240172288.000000,0.130311,0.130877,0.130311,0.130275,0.274157,0.007500,0.239214,0.010800,48:0.005;98:0.006;50:0.006;225:0.006;73:0.006,48:0.007;225:0.008;98:0.008;50:0.009;128:0.009
-1250,230,50,170,177,170,174,1838530784.000000,241451501.000000,242851237.000000,241451501.000000,241920843.000000,0.131329,0.132090,0.131329,0.131584,0.270832,0.007700,0.232863,0.011690,225:0.006;48:0.006;73:0.006;98:0.006;119:0.006,225:0.007;48:0.007;119:0.008;218:0.009;118:0.009
-1200,230,49,170,176,170,173,1842341309.000000,241760590.000000,242490048.000000,241760590.000000,242070603.000000,0.131225,0.131621,0.131225,0.131393,0.274767,0.008190,0.238181,0.012880,48:0.006;98:0.006;225:0.007;50:0.007;108:0.007,48:0.009;225:0.009;73:0.010;98:0.011;153:0.011
-1150,230,49,171,180,171,171,1836544446.000000,239199288.000000,241865350.000000,239199288.000000,239947799.000000,0.130244,0.131696,0.130244,0.130652,0.272621,0.008280,0.235658,0.013690,48:0.006;98:0.006;73:0.007;225:0.007;50:0.007,48:0.009;225:0.009;119:0.011;98:0.011;73:0.011
-1100,230,48,172,177,172,171,1842152195.000000,237256763.000000,238274118.000000,237256763.000000,236949204.000000,0.128793,0.129346,0.128793,0.128626,0.265509,0.008300,0.236187,0.013090,48:0.006;98:0.006;73:0.007;50:0.007;128:0.007,48:0.009;128:0.010;135:0.010;73:0.010;227:0.010
-1050,231,49,172,180,172,171,1857700311.000000,233252970.000000,234896304.000000,233252970.000000,233022885.000000,0.125560,0.126445,0.125560,0.125436,0.263545,0.008100,0.233033,0.013200,98:0.006;48:0.006;50:0.007;225:0.007;119:0.007,48:0.009;98:0.010;225:0.010;119:0.011;127:0.011
-1000,231,48,173,182,173,173,1872498893.000000,245516667.000000,247422421.000000,245516667.000000,245683631.000000,0.131117,0.132135,0.131117,0.131206,0.264683,0.008100,0.229582,0.012900,73:0.006;48:0.006;98:0.006;50:0.007;108:0.007,48:0.009;73:0.010;231:0.010;98:0.011;230:0.011
-950,232,48,173,181,172,171,1890411312.000000,243550015.000000,245386658.000000,243540120.000000,243481088.000000,0.128834,0.129806,0.128829,0.128798,0.269922,0.008200,0.233890,0.013510,98:0.006;48:0.006;119:0.006;225:0.007;55:0.007,119:0.009;225:0.009;48:0.009;98:0.010;157:0.011
-900,232,49,173,178,173,173,1906044567.000000,237612599.000000,238233811.000000,237612599.000000,237778083.000000,0.124663,0.124989,0.124663,0.124749,0.270536,0.008110,0.235050,0.013100,98:0.006;48:0.007;73:0.007;50:0.007;108:0.007,48:0.010;73:0.011;225:0.011;98:0.011;119:0.011
-850,232,48,173,181,173,173,1892669972.000000,233391805.000000,234634354.000000,233391805.000000,233183480.000000,0.123314,0.123970,0.123314,0.123203,0.267486,0.008100,0.230526,0.013220,98:0.006;48:0.006;73:0.006;50:0.007;225:0.007,48:0.009;98:0.010;73:0.010;225:0.010;135:0.011
-800,232,50,175,180,175,178,1868874409.000000,340761560.000000,341180371.000000,340761560.000000,340918167.000000,0.182335,0.182559,0.182335,0.182419,0.257367,0.007800,0.226480,0.011500,98:0.006;50:0.007;48:0.007;73:0.007;102:0.007,135:0.010;168:0.010;102:0.010;48:0.010;98:0.010
-750,233,49,177,181,177,175,1902436075.000000,322287527.000000,350804360.000000,322287527.000000,322023562.000000,0.169408,0.184397,0.169408,0.169269,0.255072,0.007600,0.228244,0.011340,48:0.005;50:0.006;98:0.006;225:0.006;73:0.006,48:0.006;225:0.006;50:0.008;98:0.008;135:0.009
-700,233,50,177,181,177,176,1940801012.000000,326614188.000000,356400148.000000,326614188.000000,326616202.000000,0.168288,0.183636,0.168288,0.168289,0.256545,0.007800,0.229114,0.011500,48:0.006;98:0.006;73:0.006;225:0.006;55:0.006,48:0.007;225:0.008;157:0.009;98:0.009;175:0.009
-650,233,50,177,181,177,177,1972709642.000000,328610116.000000,358268928.000000,328610116.000000,328619936.000000,0.166578,0.181613,0.166578,0.166583,0.257930,0.007800,0.232864,0.011440,48:0.006;98:0.006;73:0.006;50:0.006;55:0.007,48:0.007;73:0.009;98:0.009;50:0.010;55:0.010
-600,233,50,177,183,177,177,1979767163.000000,323394087.000000,353768062.000000,323394087.000000,323345923.000000,0.163350,0.178692,0.163350,0.163325,0.251262,0.007800,0.225573,0.012020,48:0.006;98:0.006;73:0.006;56:0.007;55:0.007,48:0.008;73:0.009;98:0.009;56:0.009;225:0.009
